DR Number,date_rptd,date_occ,Time Occurred,area,area_name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
211704234,2021-01-07,2021-01-07,2311,17,Devonshire,1728,997,TRAFFIC COLLISION,3011 3037 3034 3028 3101 4017,,X,X,101.0,STREET,SAN FERNANDO MISSION         BL,CHIMINEAS                    AV,"(34.2722, -118.5286)"
211704261,2021-01-08,2021-01-08,1600,17,Devonshire,1793,997,TRAFFIC COLLISION,3004 3036 3029 3026 3101 4017,27.0,F,H,101.0,STREET,TAMPA,BUSINESS CENTER              DR,"(34.231, -118.5535)"
211704277,2021-01-08,2021-01-08,1130,17,Devonshire,1793,997,TRAFFIC COLLISION,3004 3037 3032 3028 3030 3102 4017,,X,X,101.0,STREET,TAMPA                        AV,BUSINESS CENTER              DR,"(34.231, -118.5535)"
211704284,2021-01-09,2021-01-09,1615,17,Devonshire,1713,997,TRAFFIC COLLISION,3004 3037 3028 3030 3101 4017,,X,X,101.0,STREET,NAU                          AV,VIKING                       AV,"(34.28, -118.5438)"
211704313,2021-01-09,2021-01-09,2200,17,Devonshire,1779,997,TRAFFIC COLLISION,3004 3036 3029 3026 3101 4017,17.0,F,H,101.0,STREET,NORDHOFF                     ST,SAN DIEGO                    FY,"(34.2356, -118.4732)"
211704375,2021-01-12,2021-01-12,1530,17,Devonshire,1723,997,TRAFFIC COLLISION,3011 3037 3034 3028 3101 4026,99.0,M,O,101.0,STREET,MASON                        AV,HIAWATHA                     ST,"(34.2593, -118.5798)"
211504293,2021-01-10,2021-01-10,1430,15,N Hollywood,1517,997,TRAFFIC COLLISION,3006 3037 3030 3032 3028 3102 4026,21.0,M,O,101.0,STREET,VANOWEN                      ST,TUJUNGA                      AV,"(34.194, -118.379)"
211404928,2021-01-12,2021-01-12,1035,14,Pacific,1494,997,TRAFFIC COLLISION,3008 3026 3034 3037 3101 3401 3701 4014,20.0,,,101.0,STREET,IMPERIAL                     HY,PERSHING                     DR,"(33.9311, -118.4291)"
211404558,2021-01-04,2021-01-04,1710,14,Pacific,1487,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4014,62.0,M,W,101.0,STREET,SEPULVEDA                    BL,92ND                         ST,"(33.9575, -118.3916)"
211404692,2021-01-12,2021-01-12,1750,14,Pacific,1495,997,TRAFFIC COLLISION,3004 3035 3037 3101 3401 3701 4014 3026,31.0,F,H,101.0,STREET,LINCOLN                      BL,WESTCHESTER                  PK,"(33.9523, -118.3906)"
211704460,2021-01-14,2021-01-14,1555,17,Devonshire,1781,997,TRAFFIC COLLISION,3004 3027 3029 3037 3101 4026,47.0,M,W,101.0,STREET,NORDHOFF                     ST,FULLBRIGHT                   AV,"(34.2318, -118.5776)"
211604204,2021-01-08,2021-01-07,2200,16,Foothill,1601,997,TRAFFIC COLLISION,3004 3036 3028 3030 3101 4016,35.0,M,H,101.0,STREET,GLENOAKS                     BL,PAXTON                       ST,"(34.2797, -118.418)"
211704482,2021-01-15,2021-01-14,2255,17,Devonshire,1775,997,TRAFFIC COLLISION,3011 3037 3028 3034 3039 3101 4026,,F,A,101.0,STREET,NORDHOFF                     ST,ENCINO                       AV,"(34.2358, -118.5157)"
211804500,2021-01-10,2021-01-10,1745,18,Southeast,1824,997,TRAFFIC COLLISION,3037 3004 3026 3029 3101,29.0,M,B,101.0,STREET,103RD                        ST,AVALON                       AV,"(33.9438, -118.265)"
211904278,2021-01-08,2021-01-08,1120,19,Mission,1979,997,TRAFFIC COLLISION,3004 3036 3024 3101 4019,18.0,M,H,101.0,STREET,WOODMAN                      AV,LASSEN                       ST,"(34.2338, -118.4157)"
211904330,2021-01-11,2021-01-10,1930,19,Mission,1911,997,TRAFFIC COLLISION,3004 3036 3025 3101 4019,20.0,F,H,101.0,STREET,ROXFORD                      ST,ENCINITAS                    AV,"(34.3038, -118.4789)"
211904366,2021-01-12,2021-01-11,1900,19,Mission,1985,997,TRAFFIC COLLISION,3004 3037 3026 3101 4026,32.0,F,O,101.0,STREET,ROSCOE                       BL,WAKEFIELD                    AV,"(34.2216, -118.4434)"
212104051,2021-01-01,2021-01-01,1328,21,Topanga,2156,997,TRAFFIC COLLISION,3003 3037 3025 3101 4021,25.0,F,W,101.0,STREET,CANOGA                       AV,VICTORY                      BL,"(34.1884, -118.5975)"
212104065,2021-01-03,2021-01-02,1130,21,Topanga,2157,997,TRAFFIC COLLISION,3602 3004 3036 3026 3101 4026,23.0,M,W,101.0,STREET,WINNETKA                     AV,GILMORE                      ST,"(34.1897, -118.571)"
212104127,2021-01-05,2021-01-05,1240,21,Topanga,2136,997,TRAFFIC COLLISION,3004 3037 3026 3101 4026,72.0,M,W,101.0,STREET,SATICOY                      ST,DEERING                      AV,"(34.2083, -118.5967)"
212104172,2021-01-06,2021-01-06,855,21,Topanga,2136,997,TRAFFIC COLLISION,3004 3036 3026 3101 4026,36.0,M,H,101.0,STREET,SHERMAN                      WY,OWENSMOUTH                   AV,"(34.201, -118.6016)"
212104213,2021-01-07,2021-01-07,1535,21,Topanga,2149,997,TRAFFIC COLLISION,3018 3037 3025 3101 4026,40.0,M,H,101.0,STREET,SHERMAN                      WY,WINNETKA                     AV,"(34.201, -118.571)"
212004482,2021-01-12,2021-01-11,120,20,Olympic,2076,997,TRAFFIC COLLISION,3030 3035 3037 3101 3401 3701 4020 3004 3028,44.0,M,H,101.0,STREET,WASHINGTON                   BL,NEW HAMPSHIRE                AV,"(34.04, -118.2924)"
212004690,2021-01-19,2021-01-19,1330,20,Olympic,2055,997,TRAFFIC COLLISION,3009 3026 3035 3036 3101 3401 3701 4027,25.0,M,A,101.0,STREET,NORMANDIE                    AV,12TH                         ST,"(34.0491, -118.3)"
212004480,2021-01-08,2021-01-08,2030,20,Olympic,2049,997,TRAFFIC COLLISION,3004 3025 3035 3036 3101 3401 3701 4020,47.0,M,H,101.0,STREET,8TH                          ST,HOOVER                       ST,"(34.0577, -118.2842)"
212004481,2021-01-11,2021-01-11,1025,20,Olympic,2015,997,TRAFFIC COLLISION,3004 3026 3035 3036 3101 3401 3701 4020,22.0,F,H,101.0,STREET,1ST                          ST,VERMONT                      AV,"(34.0728, -118.2917)"
212004487,2021-01-13,2021-01-13,1550,20,Olympic,2053,997,TRAFFIC COLLISION,3004 3026 3035 3036 3101 3401 3701 4020,56.0,M,A,101.0,STREET,OLYMPIC                      BL,SERRANO                      AV,"(34.0526, -118.3063)"
210504648,2021-01-17,2021-01-16,1200,5,Harbor,505,997,TRAFFIC COLLISION,3036 3004 3025 3029 3101 4025,35.0,M,O,101.0,STREET,VERMONT                      AV,190TH                        ST,"(33.8591, -118.2905)"
211804497,2021-01-10,2021-01-10,1630,18,Southeast,1801,997,TRAFFIC COLLISION,3037 3006 3026 3029 3101 4025,,X,X,101.0,STREET,FIGUEROA,91ST,"(33.9535, -118.2827)"
211904295,2021-01-09,2021-01-09,1540,19,Mission,1972,997,TRAFFIC COLLISION,3037 3004 3029 3032 3026 3102 4026,37.0,M,H,108.0,PARKING LOT,NORDHOFF                     ST,COLUMBUS                     AV,"(34.2355, -118.4654)"
210904539,2021-01-16,2021-01-16,1100,9,Van Nuys,941,997,TRAFFIC COLLISION,3004 3034 3026 3101 4026 3037,57.0,M,H,101.0,STREET,OXNARD                       ST,KESTER                       AV,"(34.1794, -118.4574)"
211804656,2021-01-13,2021-01-13,1600,18,Southeast,1837,997,TRAFFIC COLLISION,3004 3037 3026 3101,50.0,M,H,101.0,STREET,COMPTON                      AV,111TH                        ST,"(33.9348, -118.2463)"
210604689,2021-01-19,2021-01-19,1230,6,Hollywood,646,997,TRAFFIC COLLISION,,39.0,F,H,101.0,STREET,WILCOX                       AV,SUNSET                       BL,"(34.098, -118.331)"
210804349,2021-01-12,2021-01-11,1815,8,West LA,848,997,TRAFFIC COLLISION,3003 3024 3034 3036 3101 3401 3701 4027,61.0,F,W,101.0,STREET,GALAXY                       WY,CENTURY PARK,"(34.0569, -118.4097)"
210104456,2021-01-12,2021-01-11,2230,1,Central,192,997,TRAFFIC COLLISION,0605 3101 3401 3701 4001 3004 3025 3036,36.0,M,H,101.0,STREET,17TH,HILL,"(34.0342, -118.2656)"
210304850,2021-01-21,2021-01-21,1240,3,Southwest,336,997,TRAFFIC COLLISION,4025 3028 3030 3101 3036 3004,79.0,F,B,101.0,STREET,WESTERN,JEFFERSON,"(34.0256, -118.3089)"
210404719,2021-01-20,2021-01-18,630,4,Hollenbeck,499,997,TRAFFIC COLLISION,0605 3101 3401 3701 3034 3011 3030 4024,30.0,M,H,101.0,STREET,UNION PACIFIC                AV,LOS PALOS                    ST,"(34.0165, -118.195)"
211104559,2021-01-18,2021-01-17,2250,11,Northeast,1143,997,TRAFFIC COLLISION,3039 0605 3101 3401 3701 4024 3006 3801,47.0,M,W,101.0,STREET,ST GEORGE,MONON,"(34.1053, -118.2785)"
210104429,2021-01-11,2021-01-10,1240,1,Central,182,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3004 3030,30.0,F,A,101.0,STREET,S  HOPE                         ST,W  11TH                         ST,"(34.0423, -118.263)"
210304700,2021-01-17,2021-01-17,1810,3,Southwest,359,997,TRAFFIC COLLISION,3004 3036 3101 3026,32.0,M,B,101.0,STREET,S  FIGUEROA                     ST,W  MARTIN LUTHER KING JR        BL,"(34.0111, -118.2827)"
211205196,2021-01-18,2021-01-17,2220,12,77th Street,1253,997,TRAFFIC COLLISION,4012 3029 3003 3024 3101 3037,19.0,M,H,101.0,STREET,85TH                         ST,VAN NESS                     AV,"(33.9709, -118.3112)"
210904510,2021-01-15,2021-01-15,1505,9,Van Nuys,946,997,TRAFFIC COLLISION,3011 3028 3030 3101 4026 3037 3034,20.0,M,O,101.0,STREET,HAZELTINE                    AV,CHANDLER                     ST,"(34.1686, -118.44)"
211804566,2021-01-12,2021-01-02,1020,18,Southeast,1802,997,TRAFFIC COLLISION,3004 3036 3028 3030 3101,52.0,M,B,101.0,STREET,BROADWAY,93RD                         ST,"(33.9519, -118.2782)"
211604507,2021-01-19,2021-01-19,420,16,Foothill,1684,997,TRAFFIC COLLISION,3006 3037 3034 3030 3101 4026 0906,99.0,M,W,101.0,STREET,STAGG,LAUREL CANYON,"(34.2121, -118.3965)"
211205148,2021-01-17,2021-01-17,1335,12,77th Street,1207,997,TRAFFIC COLLISION,4025 3037 3006 3026 3029 3101,39.0,M,H,101.0,STREET,HOOVER                       ST,49TH                         ST,"(33.9996, -118.2871)"
210604742,2021-01-21,2021-01-19,1445,6,Hollywood,622,997,TRAFFIC COLLISION,3006 3028 3030 3037 3104 4027,43.0,F,A,101.0,STREET,1800 N  LA BREA                      AV,,"(34.1037, -118.3459)"
212104741,2021-01-23,2021-01-23,1125,21,Topanga,2133,997,TRAFFIC COLLISION,3002 3011 3028 3034 3037 3101 4026,47.0,F,W,101.0,STREET,SATICOY                      ST,WOODLAKE                     AV,"(34.2082, -118.6322)"
211304704,2021-01-16,2021-01-16,1920,13,Newton,1361,997,TRAFFIC COLLISION,4025 3037 3004 3028 3030 3101,60.0,F,H,101.0,STREET,S  BROADWAY,W  47TH                         ST,"(34.0011, -118.2783)"
210604523,2021-01-15,2021-01-14,1900,6,Hollywood,667,997,TRAFFIC COLLISION,3003 3026 3035 3036 3101 3401 3701 4027,61.0,M,W,101.0,STREET,BRONSON,FERNWOOD,"(34.0958, -118.318)"
211704319,2021-01-11,2021-01-11,620,17,Devonshire,1785,997,TRAFFIC COLLISION,3004 3037 3029 3026 3101 4026,42.0,M,H,101.0,STREET,PARTHENIA                    ST,ETIWANDA                     AV,"(34.2287, -118.5323)"
211405221,2021-01-20,2021-01-20,1229,14,Pacific,1477,997,TRAFFIC COLLISION,3004 3026 3035 3037 3101 3401 3701 4027,52.0,F,B,101.0,STREET,MANCHESTER,SEPULVEDA,"(33.9599, -118.3962)"
212004742,2021-01-21,2021-01-21,1420,20,Olympic,2011,997,TRAFFIC COLLISION,3004 3028 3034 3037 3101 3401 3701 4027,53.0,M,H,101.0,STREET,WILTON                       PL,1ST                          ST,"(34.073, -118.3136)"
211304980,2021-01-23,2021-01-23,1210,13,Newton,1333,997,TRAFFIC COLLISION,0605 3030 4024,24.0,F,H,101.0,STREET,SAN PEDRO                    ST,33RD                         ST,"(34.0162, -118.2647)"
211204994,2021-01-15,2021-01-14,1400,12,77th Street,1269,997,TRAFFIC COLLISION,3028 3030 3101 3037 3006,61.0,M,H,101.0,STREET,80TH                         ST,AVALON                       BL,"(33.9665, -118.2652)"
211804820,2021-01-13,2021-01-13,36,18,Southeast,1837,997,TRAFFIC COLLISION,3004 3037 3030 3101 3026,28.0,M,B,101.0,STREET,IMPERIAL                     HY,PARMELEE,"(33.9363, -118.2426)"
211405190,2021-01-20,2021-01-07,730,14,Pacific,1449,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3104 4027,33.0,F,A,101.0,STREET,4000    EAST                         BL,,"(34.0008, -118.4204)"
212004719,2021-01-20,2021-01-13,1530,20,Olympic,2029,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3104 4027,26.0,F,A,101.0,STREET,300 S  VERMONT                      AV,,"(34.0684, -118.2917)"
211804859,2021-01-18,2021-01-14,1735,18,Southeast,1835,997,TRAFFIC COLLISION,4025 3037 3004 3028 3030 3101,29.0,M,H,101.0,STREET,CENTRAL                      AV,104TH                        ST,"(33.9419, -118.2541)"
211205261,2021-01-19,2021-01-19,1000,12,77th Street,1249,997,TRAFFIC COLLISION,4025 3037 3004 3026 3101,39.0,M,H,101.0,STREET,HOOVER                       ST,65TH                         ST,"(33.9806, -118.2871)"
211804479,2021-01-10,2021-01-10,1000,18,Southeast,1822,997,TRAFFIC COLLISION,3036 3006 3028 3030 3101,49.0,M,H,101.0,STREET,98TH                         ST,MAIN                         ST,"(33.9472, -118.2739)"
211804730,2021-01-16,2021-01-15,2050,18,Southeast,1823,997,TRAFFIC COLLISION,4025 3036 3004 3025 3101,31.0,F,B,101.0,STREET,CENTURY,AVALON,"(33.9456, -118.2652)"
210904592,2021-01-17,2021-01-17,1830,9,Van Nuys,974,997,TRAFFIC COLLISION,3038 3036 3004 3026 3101 4009,65.0,F,O,101.0,STREET,KESTER                       AV,VENTURA                      BL,"(34.1528, -118.4574)"
210604593,2021-01-16,2021-01-16,1619,6,Hollywood,638,997,TRAFFIC COLLISION,3003 4027 3026 3035 3037 3102 3401 3701,64.0,F,O,101.0,STREET,GARFIELD                     PL,FRANKLIN                     AV,"(34.1054, -118.3108)"
211805002,2021-01-20,2021-01-20,1740,18,Southeast,1837,997,TRAFFIC COLLISION,3006 3037 3101 3030 4018,,M,H,101.0,STREET,105TH                        ST,WILMINGTON                   AV,"(33.9407, -118.239)"
211004575,2021-01-13,2021-01-13,1215,10,West Valley,1009,997,TRAFFIC COLLISION,3030 3004 3028 3037 3101 4010,26.0,M,H,101.0,STREET,ROSCOE                       BL,HAYVENHURST                  AV,"(34.2213, -118.4921)"
212004628,2021-01-18,2021-01-18,948,20,Olympic,2022,997,TRAFFIC COLLISION,3003 3024 3035 3036 3101 3401 3701 4027,72.0,M,A,101.0,STREET,MANHATTAN                    PL,6TH                          ST,"(34.0635, -118.3104)"
210304752,2021-01-19,2021-01-15,2230,3,Southwest,397,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3104 4025,42.0,M,B,101.0,STREET,MARTIN LUTHER KING JR        BL,NORMANDIE                    AV,"(34.0109, -118.3002)"
211205051,2021-01-16,2021-01-16,1115,12,77th Street,1273,997,TRAFFIC COLLISION,4025 0101 3026 3101 3036 3004 3602,32.0,M,H,101.0,STREET,WESTERN,89TH                         ST,"(33.9563, -118.309)"
210604645,2021-01-18,2021-01-18,1125,6,Hollywood,677,997,TRAFFIC COLLISION,3006 3028 3030 3104 4027,32.0,F,W,101.0,STREET,5200    MELROSE                      AV,,"(34.0865, -118.3169)"
210104721,2021-01-18,2021-01-15,1345,1,Central,155,997,TRAFFIC COLLISION,0605 3101 3401 3701 4001 3003 3026 3029 3036 0947,44.0,F,B,101.0,STREET,5TH                          ST,MAPLE                        AV,"(34.0454, -118.2465)"
211904437,2021-01-13,2021-01-13,1610,19,Mission,1954,997,TRAFFIC COLLISION,3008 3029 3026 3101 4026 3036,22.0,F,H,101.0,STREET,SEPULVEDA                    BL,MAYALL                       ST,"(34.2536, -118.4674)"
210804312,2021-01-11,2021-01-11,1440,8,West LA,813,997,TRAFFIC COLLISION,3009 3034 3037 3101 3401 3701 4027 3027,25.0,M,W,101.0,STREET,SUNSET                       BL,GUNSTON                      DR,"(34.0707, -118.4692)"
211104727,2021-01-22,2021-01-05,1700,11,Northeast,1128,997,TRAFFIC COLLISION,4024,41.0,M,H,101.0,STREET,ROY                          ST,MARIE                        ST,"(34.1236, -118.1815)"
210804551,2021-01-19,2021-01-19,930,8,West LA,803,997,TRAFFIC COLLISION,3004 3026 3034 3101 3401 3701 4027 3036,24.0,M,H,101.0,STREET,MANDEVILLE CANYON            RD,RIVERS                       RD,"(34.074, -118.4973)"
210704522,2021-01-17,2021-01-16,2115,7,Wilshire,767,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,24.0,M,H,101.0,STREET,RIMPAU                       BL,ST ELMO                      DR,"(34.0457, -118.3255)"
211204999,2021-01-15,2021-01-15,1255,12,77th Street,1263,997,TRAFFIC COLLISION,4025 3037 3004 3026 3029 3101,45.0,F,B,101.0,STREET,VAN NESS,MANCHESTER                   AV,"(33.96, -118.3178)"
211405341,2021-01-22,2021-01-22,2025,14,Pacific,1483,997,TRAFFIC COLLISION,3011 3028 3030 3034 3037 3101 3401 3701 4027,20.0,,,101.0,STREET,MANCHESTER,LINCOLN,"(33.9597, -118.4192)"
210104813,2021-01-20,2021-01-18,855,1,Central,166,997,TRAFFIC COLLISION,0605 3030 4024,43.0,M,H,101.0,STREET,6TH                          ST,OLIVE                        ST,"(34.0421, -118.2469)"
210104969,2021-01-23,2021-01-23,1030,1,Central,171,997,TRAFFIC COLLISION,0605 3030 4024,33.0,F,H,101.0,STREET,JAMES M WOOD                 BL,GEORGIA                      ST,"(34.0475, -118.2657)"
211405028,2021-01-16,2021-01-08,1405,14,Pacific,1401,997,TRAFFIC COLLISION,3002 4027 3011 3034,49.0,F,H,101.0,STREET,CADIZ                        CT,ABBOT KINNEY                 BL,"(34.0247, -118.4454)"
212004691,2021-01-19,2021-01-15,1530,20,Olympic,2022,997,TRAFFIC COLLISION,,26.0,M,K,101.0,STREET,SAINT ANDREWS                PL,3RD                          ST,"(34.0655, -118.3114)"
211205239,2021-01-19,2021-01-18,736,12,77th Street,1203,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3104 4025,55.0,M,H,101.0,STREET,1600 W  51ST                         ST,,"(33.9969, -118.3068)"
211904307,2021-01-10,2021-01-09,1820,19,Mission,1966,997,TRAFFIC COLLISION,3004 3036 3029 3026 3101 4016 0605,20.0,F,H,101.0,STREET,PLUMMER                      ST,SYLMAR                       AV,"(34.2427, -118.4481)"
210504733,2021-01-19,2021-01-19,615,5,Harbor,514,997,TRAFFIC COLLISION,4025 3036 3011 3028 3101,,X,X,101.0,STREET,PACIFIC COAST,WILMINGTON,"(33.7906, -118.275)"
211504187,2021-01-07,2021-01-07,600,15,N Hollywood,1596,997,TRAFFIC COLLISION,3011 3037 3032 3026 3101 4026,52.0,F,O,101.0,STREET,MULHOLLAND                   DR,WRIGHTWOOD                   DR,"(34.1306, -118.3717)"
210504616,2021-01-16,2021-01-15,1000,5,Harbor,557,997,TRAFFIC COLLISION,3037 3008 3025 3101 3034,62.0,M,H,101.0,STREET,PACIFIC                      AV,4TH                          ST,"(33.7406, -118.2879)"
212004554,2021-01-16,2021-01-15,1850,20,Olympic,2062,997,TRAFFIC COLLISION,3003 3024 3029 3035 3036 3101 3401 3701 4027,22.0,M,H,101.0,STREET,PICO                         BL,WILTON                       PL,"(34.0472, -118.3145)"
